California,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,8,0,0,0,0,0,0,0,0,0,1,566,622,691,852,937,944,1116,942,1071,1066,1200,1203,1311,1299,1314,1286,937,293,454,601,722,876,993,563,175,276,327,55,17,6,15,1,68,798,194,248,366,452,588,911,981,923,980,1048,580,265,343,436,716,763,985,1038,1093,1137,1363,1416,983,397,118,74,1,0,0,0,0,8,41,79,128,7,9,20,98,169,2,40,192,50,0,2,4,12,116,711,935,1051,1149,356,0,0,7,32,197,0,55,149,210,12,0,6,10,131,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,20,89,311,174,370,17,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,5,0,0,0,0,0,0,0,1,0,0,0,0,51,124,505,125,17,21,0,0,0,0,0,0,0,1,4
Central Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,84,249,578,192,10,8,58,163,63,146,215,215,376,13,13,0,0,6,2,18,18,26,0,8,183,358,572,770,830,493,90,187,328,580,848,937,973,1104,1126,1150,1224,1219,1224,1231,1280,943,135,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,14,159,232,386,84,0,56,94,248,32,10,29,39,42,175,365,456,51,8,38,35,1,17,46,186,3,19,0,0,0,0,0,0,0,0,0,6,23,47,167,47,3,6,7,8,15,13,1,0,0,0,0,2,2,3,7,18,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,22,42,133,248,30,116,207,383,74,82,62,186,25,49,0,0,0,0,74,298,461,523,549,590,566,535,283,233,382
Clemson,46,32,18,14,53,39,58,8,0,5,0,0,3,1,0,0,2,13,17,0,0,4,15,11,0,5,1,2,0,5,7,26,35,219,503,555,501,111,4,0,0,0,0,0,4,17,0,0,0,0,0,9,91,223,87,7,0,0,1,2,0,1,29,76,158,191,310,493,570,107,283,477,657,899,896,962,458,75,94,174,6,11,0,30,145,311,595,767,278,16,9,17,145,318,548,225,469,567,567,319,999,186,175,233,378,5,0,0,0,0,0,0,0,0,0,0,0,30,24,0,0,0,0,0,0,2,18,71,274,467,94,23,75,44,28,68,17,16,0,0,0,1,0,0,0,0,0,0,0,7,13,8,181,598,1028,1046,1028,1174,779,946,1042,587,286,657,237,598,826,904,955,560,626,759,741,788,976,1013,1033,1029,720,769,916,1047,1275,1307,1331,1332,1356,1356,1365,913,1064,1121,1164,1217,1289,853,899,1091,535,155,212,207,63,81,138,244,320,304,394,500,69,203,439,518,733,838,870,948,1022,971,1196,1245,1271,1323,1377,1511,1560,1590,1558,1493,1344,1524,1513,1447,1405,1440,1437,1455,1432,1485,1488,1497,1318,1420,1475,1347,1500,1367,1466,1386,1535,1499,1537,1568,1106,1173,1295,1379,1406,1429,1485,1510,1329,1547,1498,1481,1477,1497,1417,1433,1484,1488,1537,1537,1561,1535,1536,1538,1600,1619,1594,1572,1622,1622,1526,1531,1536,1511,1508,1495,1491,1513,1464,1482,1513,1558
Coastal Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,1010,1085,390,391,14,27,7,65,92,267,686,310,442,561,698,852,641,127,89,178,480,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,35,36,2,2,0,0,0,0,1,1,75,2,15,40,29,30,37,3,29,184,30,45,121,302,41,39,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,2,0,0,0,0,0,0,0,1,3,3,3,30,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,16,144,7,121,242,394,627,861,1052,1116,828,634,72,78,70,84,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,73,170,513,141,9,0,0,0,0,0,0,0,0,0,16,0,12,18,0,0,0,0,0,0,0,0,0,0,0
Colorado State,39,50,264,119,150,187,246,32,36,74,190,339,508,627,760,316,337,143,113,4,24,41,0,0,0,0,3,7,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,18,35,81,118,259,304,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connecticut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,36,7,75,419,568,103,264,54,23,23,8,9,13,2,27,54,180,8,3,0,24,9,8,12,15,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,6,5,0,0,0,0,0,0,0,0,0,0,0,40,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Duke,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,22,131,203,402,247,202,41,47,55,100,155,7,12,70,116,134,320,466,130,5,50,39,23,6,15,32,0,44,59,154,305,393,31,0,0,0,0,0,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,93,0,0,0,0,0,0,0,0,0,0,0,5,9,13,55,170,5,8,60,8,3,11,38,7,0,0,1,10,0,0,4,3,17,0,5,0,0,0,0,0,0,0,0,0
East Carolina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,375,508,88,0,0,0,1,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,0,0,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,0,0,1,11,0,0,3,0,0,0,35,153,255,451,518,578,448,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florida,972,1072,1207,747,869,1047,1082,542,123,202,203,460,642,741,865,367,364,312,310,500,410,587,133,133,2,22,95,200,480,548,695,855,596,124,691,747,745,887,532,526,731,299,447,14,5,0,3,25,251,324,101,910,1030,1173,1292,1298,717,840,450,513,648,754,322,383,506,530,718,1054,1112,1177,1282,1294,1309,1412,1045,1051,1167,1255,1381,1407,1405,1470,1575,1278,1341,1353,1368,1347,1000,714,726,906,451,529,686,736,898,890,890,567,1293,1295,1306,1335,1345,832,883,1145,1184,1199,1268,1348,1373,1401,1385,1481,1524,1466,1472,1472,1475,1474,1473,1468,1464,1459,1463,1460,1460,1459,1468,1240,1323,1245,1130,1108,1092,1155,705,242,0,0,4,85,0,12,0,0,10,240,375,498,670,817,456,72,0,1,0,0,0,0,0,0,1,250,204,452,689,817,883,1165,1297,1329,1024,1091,1079,1166,1265,1287,886,930,974,410,398,449,574,574,240,4,4,0,0,0,0,0,0,0,122,84,107,72,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,8,24,141,755,1001,751,848,942,949,1132,1047,655,502,141,245,182,267,598,254,490,661,830,821,1039,486,538,744,515,421,673,681,179,134,312,345,382,23,2,1,0,0,0,0,0,0,0,135,138,0,3,29,105,633,918,968,743,340,604,748,937,976,1192,1103,990,1064,1095,1138,1100,1218,1057,1151,1271,941,937,1031,1074,1135,1172,1250
Florida Atlantic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,24,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32
Florida International,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Florida State,1357,1216,1249,1281,1294,1343,844,816,674,799,344,444,609,719,272,490,562,711,761,947,998,1031,1251,1315,1332,1086,1171,1265,1412,870,967,1098,1091,929,1177,1182,1206,802,896,918,1049,1135,1234,1218,743,868,999,562,606,643,776,879,1022,1120,1180,1196,1287,1290,934,1003,1060,667,236,341,40,256,209,874,1074,977,459,509,601,74,42,0,0,0,0,0,0,0,0,301,14,0,7,8,46,213,16,0,2,26,0,12,0,0,0,0,53,29,50,110,0,31,61,49,258,546,150,426,43,204,15,22,217,371,62,19,154,4,0,0,0,0,0,0,0,0,0,0,9,374,500,63,56,84,164,496,608,651,107,8,87,243,353,156,506,1116,1198,1211,801,157,229,0,0,0,11,44,189,1,86,68,205,1055,1144,1153,1240,1306,1301,819,919,948,1121,1147,1143,1199,829,853,942,844,946,1040,1113,1121,1188,1188,1293,1410,1419,1436,1485,1487,1488,1546,1550,1475,1543,1541,1529,1502,1494,1468,1505,1489,1493,1508,1501,1496,1518,1462,1489,1450,1262,1057,1090,1119,1119,1088,1067,1080,1111,647,693,413,638,783,1054,1025,645,1351,1454,1490,742,843,257,584,709,767,432,482,559,735,902,898,1102,1434,1044,926,985,104,55,0,0,0,0,0,0,0,0,0,0,328,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fresno State,42,6,6,1,1,0,0,1,4,0,0,0,0,0,4,4,9,22,23,2,8,1,6,7,0,0,0,0,0,0,2,0,0,6,17,11,37,408,500,517,28,4,0,0,1,5,9,8,73,47,206,188,152,171,7,4,22,34,67,134,248,360,557,543,186,5,0,14,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,1,1,1,0,0,11,91,269,300,93,117,280,19,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,39,31,0,62,46,59,75,156,325,325,419,532,542,567,646,622,687,215,344,54,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,5,35,4,7,0,1,0,1,1,6,22,191,490,64,119,157,357,497,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,858,858,891,967,1049,1116,1190,1220,1286,1301,1300,1036,1142,1193,1253,1335,1337,1030,1057,1141,1143,1217,804,923,1009,1333,1327,1348,951,1154,1202,1290,1270,1183,1328,1341,1355,1371,1370,1379,1398,978,1124,1127,1221,1233,947,1092,1100,1117,1191,838,1036,1202,1240,1239,1332,1348,1361,1357,966,1093,763,797,827,1097,900,784,899,997,1178,1079,1039,661,139,163,26,0,19,2,15,12,133,604,796,199,271,516,758,188,282,402,791,927,1005,1105,1232,1277,1277,1370,1438,1442,1454,1393,1388,888,937,1010,1067,1137,693,842,832,842,440,537,904,707,304,333,457,616,148,0,12,5,0,0,2,0,8,1,13,312,458,39,0,0,0,0,0,0,0,0,0,0,0,0,0,260,35,2,0,0,0,15,60,208,410,572,698,803,816,538,345,1061,1092,1120,1150,1224,1227,761,806,850,1149,1218,1260,1348,1341,1216,1213,1250,875,1021,1022,1020,1130,1130,546,37,20,25,44,1,8,41,135,0,905,1108,1209,693,768,824,898,1013,1096,1069,508,693,981,1002,590,759,1018,1026,1075,1108,1262,1256,562,61,95,116,0,5,35,34,82,68,173,525,934,777,847,271,65,63,0,0,0,0,0,0,0,0,5,701,767,830,978,1089,1244,1380,1450,1463,1549,1560,1184,1221,1269,1416,1485,1452,1414,1437,1436,1473,1490,1496,1163,1207,1295,1347,1369,1347,1398,1316,1147,1447,1435,1415,1463,1475,1446,1459,1049,1099,1180,1263,1327,1383,1351,1394,1294,1395
Georgia Southern,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,0,0,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia State,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia Tech,70,32,60,75,6,16,32,0,0,0,0,0,0,0,0,0,0,9,9,0,10,4,0,0,6,6,5,8,8,0,0,0,0,0,25,16,10,42,0,0,0,6,7,17,1,9,15,0,0,0,3,88,300,502,654,133,182,17,21,23,43,117,1,149,80,114,5,28,5,4,14,33,347,592,703,264,363,480,566,655,259,72,19,150,311,582,143,10,3,0,0,0,0,0,0,0,0,0,0,0,2,2,15,2,7,18,56,31,282,48,289,38,67,241,590,690,219,559,685,771,148,186,278,420,779,865,934,1118,1127,1125,774,921,741,455,519,26,24,0,0,0,6,0,0,0,0,0,0,0,0,1,3,9,118,333,728,805,396,39,193,354,87,203,42,10,0,35,16,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,37,47,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,27,39,240,14,0,13,32,142,511,615,867,922,1136,573,651,731,338,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,9,0,24,10,1,0,0,6,31,47,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawai'i,14,15,14,0,0,5,6,0,0,0,8,16,34,86,157,25,19,24,17,16,22,3,0,0,0,0,0,0,0,0,0,0,3,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,18,40,65,97,203,22,152,214,269,308,404,479,585,632,558,617,769,807,842,828,958,994,994,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,59,3,10,20,40,98,4,8,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,7,0,1,10,13,0,0,0,0,0,0,2,7,1,3
